,typesV0,typesV1,ids,formula,labels
10,"['C', 'S', 'C', 'N', 'C', 'C', 'N', 'C', 'C', 'O', 'C', 'C', 'C', 'C', 'C', 'Cl', 'C', 'Cl', 'C', 'Cl', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","['C5', 'S0', 'C1', 'N6', 'C6', 'C6', 'N1', 'C1', 'C6', 'O0', 'C6', 'C1', 'C1', 'C1', 'C6', 'Cl0', 'C6', 'Cl0', 'C6', 'Cl0', 'C1', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",NCGC00164610-01,CSC1=NC2=C(N1)C=C(OC3=CC=CC(Cl)=C3Cl)C(Cl)=C2,0
11,"['Cl', 'C', 'C', 'C', 'O', 'C', 'C', 'N', 'C', 'C', 'N', 'C', 'C', 'C', 'Cl', 'C', 'C', 'Cl', 'C', 'C', 'C', 'C', 'S', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","['Cl0', 'C6', 'C6', 'C1', 'O0', 'C8', 'C3', 'N3', 'C1', 'C1', 'N6', 'C1', 'C6', 'C6', 'Cl0', 'C1', 'C6', 'Cl0', 'C1', 'C1', 'C1', 'C1', 'S7', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",NCGC00167430-01,ClC1=C(COC(CN2C=CN=C2)C3=C(Cl)C=C(Cl)C=C3)C=CS1,0
12,"['C', 'C', 'C', 'O', 'O', 'C', 'C', 'C', 'O', 'C', 'O', 'C', 'C', 'C', 'O', 'C', 'O', 'C', 'C', 'C', 'O', 'C', 'O', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","['C3', 'C1', 'C6', 'O0', 'O0', 'C3', 'C8', 'C1', 'O0', 'C6', 'O0', 'C1', 'C3', 'C3', 'O0', 'C6', 'O0', 'C1', 'C3', 'C3', 'O0', 'C6', 'O0', 'C1', 'C3', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",NCGC00255766-01,C=CC(=O)OCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,1
13,"['C', 'C', 'C', 'C', 'C', 'O', 'C', 'C', 'C', 'C', 'C', 'C', 'N', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'O', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'O', 'O', 'C', 'C', 'N', 'C', 'O', 'C', 'C', 'C', 'C', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","['C5', 'C6', 'C6', 'C3', 'C3', 'O0', 'C6', 'C1', 'C1', 'C6', 'C3', 'C8', 'N1', 'C6', 'C6', 'C1', 'C1', 'C1', 'C1', 'C6', 'O0', 'C6', 'C1', 'C1', 'C1', 'C1', 'C1', 'C6', 'O0', 'O0', 'C1', 'C1', 'N6', 'C6', 'O0', 'C6', 'C1', 'C1', 'C1', 'C1', 'C1', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",NCGC00254050-01,CC1=C(CCOC2=CC=C(C[C@H](NC3=C(C=CC=C3)C(=O)C4=CC=CC=C4)C(O)=O)C=C2)N=C(O1)C5=CC=CC=C5,1
14,"['O', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'N', 'C', 'C', 'C', 'C', 'C', 'N', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'N', 'C', 'C', 'C', 'C', 'C', 'N', 'C', 'C', 'C', 'O', 'C', 'C', 'C', 'C', 'C', 'C', 'O', 'C', 'C', 'C', 'C', 'C', 'C', 'O', 'C', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","['O0', 'C6', 'C1', 'C1', 'C1', 'C6', 'C1', 'C6', 'C6', 'N6', 'C6', 'C1', 'C1', 'C6', 'C6', 'N6', 'C6', 'C1', 'C1', 'C6', 'C6', 'C1', 'C1', 'C6', 'N6', 'C6', 'C6', 'C3', 'C3', 'C6', 'N6', 'C6', 'C1', 'C6', 'O0', 'C1', 'C1', 'C1', 'C6', 'C1', 'C6', 'O0', 'C1', 'C1', 'C1', 'C6', 'C1', 'C6', 'O0', 'C1', 'C1', 'C1', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",NCGC00183280-01,OC1=CC=CC(=C1)C2=C3NC(C=C3)=C(C4=NC(C=C4)=C(C5=CC=C(N5)C(=C6CCC2=N6)C7=CC(O)=CC=C7)C8=CC(O)=CC=C8)C9=CC(O)=CC=C9,0
15,"['O', 'N', 'O', 'O', 'Cl', 'C', 'C', 'C', 'C', 'C', 'O', 'C', 'C', 'N', 'C', 'C', 'N', 'C', 'C', 'C', 'Cl', 'C', 'C', 'Cl', 'C', 'C', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","['O0', 'N6', 'O0', 'O0', 'Cl0', 'C6', 'C1', 'C1', 'C6', 'C3', 'O0', 'C1', 'C5', 'N6', 'C1', 'C1', 'N6', 'C1', 'C6', 'C6', 'Cl0', 'C1', 'C6', 'Cl0', 'C1', 'C1', 'C1', 'C1', 'H2', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",NCGC00018258-03,O[N+]([O-])=O.ClC1=CC=C(COC(CN2C=CN=C2)C3=C(Cl)C=C(Cl)C=C3)C=C1,0
16,"['C', 'C', 'C', 'C', 'Sn', 'Cl', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","['C5', 'C3', 'C3', 'C3', 'Sn1', 'Cl6', 'C3', 'C3', 'C3', 'C5', 'C3', 'C3', 'C3', 'C5', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",NCGC00259175-01,CCCC[Sn](Cl)(CCCC)CCCC,1
17,"['Hg', 'I', 'I']","['Hg1', 'I6', 'I6']",NCGC00255796-01,[I-].[I-].[Hg++],1
18,"['C', 'C', 'O', 'O', 'Hg', 'C', 'C', 'C', 'C', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","['C5', 'C6', 'O0', 'O0', 'Hg1', 'C6', 'C1', 'C1', 'C1', 'C1', 'C1', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",NCGC00254390-01,CC(=O)O[Hg]C1=CC=CC=C1,1
19,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'Sn', 'Cl', 'Cl', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","['C5', 'C3', 'C3', 'C3', 'C3', 'C3', 'C3', 'C3', 'Sn1', 'Cl6', 'Cl6', 'C3', 'C3', 'C3', 'C3', 'C3', 'C3', 'C3', 'C5', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",NCGC00258036-01,CCCCCCCC[Sn](Cl)(Cl)CCCCCCCC,0
20,"['C', 'C', 'C', 'O', 'C', 'C', 'O', 'C', 'C', 'C', 'C', 'O', 'C', 'C', 'C', 'C', 'C', 'C', 'O', 'C', 'C', 'C', 'C', 'C', 'C', 'O', 'O', 'C', 'C', 'C', 'C', 'C', 'O', 'O', 'C', 'C', 'O', 'C', 'O', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'O', 'C', 'O', 'C', 'C', 'O', 'C', 'C', 'C', 'O', 'C', 'C', 'O', 'O', 'C', 'O', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","['C8', 'C3', 'C8', 'O0', 'C1', 'C5', 'O0', 'C8', 'C5', 'C5', 'C6', 'O0', 'C3', 'C1', 'C3', 'C6', 'C3', 'C1', 'O0', 'C1', 'C1', 'C8', 'C5', 'C5', 'C6', 'O0', 'O0', 'C8', 'C3', 'C6', 'C1', 'C6', 'O0', 'O0', 'C5', 'C1', 'O0', 'C6', 'O0', 'C1', 'C1', 'C1', 'C1', 'C3', 'C3', 'C5', 'C3', 'C8', 'O0', 'C6', 'O0', 'C3', 'C8', 'O0', 'C3', 'C8', 'C5', 'O0', 'C1', 'C6', 'O0', 'O0', 'C5', 'O0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",NCGC00181150-01,[H][C@]12C[C@H](OC(C)=O)C(C)(C)[C@](O)(C[C@]3([H])C\C(C[C@@]([H])(O3)\C=C\C(C)(C)[C@]4(O)O[C@@]([H])(C\C(=C/C(=O)OC)[C@@H]4OC(=O)\C=C\C=C\CCC)C[C@@]([H])(OC(=O)C[C@H](O)C1)[C@@H](C)O)=C\C(=O)OC)O2,0
21,"['Cl', 'C', 'Cl', 'C', 'C', 'C', 'C', 'C', 'Cl', 'C', 'C', 'C', 'C', 'C', 'C', 'Cl', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","['Cl0', 'C1', 'Cl0', 'C8', 'C6', 'C1', 'C1', 'C6', 'Cl0', 'C1', 'C1', 'C6', 'C1', 'C1', 'C6', 'Cl0', 'C1', 'C1', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",NCGC00258848-01,ClC(Cl)C(C1=CC=C(Cl)C=C1)C2=CC=C(Cl)C=C2,0
22,"['Cl', 'C', 'C', 'N', 'C', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'N', 'C', 'C', 'C', 'C', 'S', 'C', 'C', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","['Cl0', 'C5', 'C3', 'N3', 'C6', 'S7', 'C6', 'C6', 'C1', 'C1', 'C1', 'C1', 'C1', 'C1', 'C1', 'C1', 'C1', 'C6', 'N3', 'C3', 'C5', 'C6', 'C6', 'S7', 'C1', 'C1', 'C1', 'C1', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",NCGC00181104-02,[Cl-].CCN1C(SC2=C1C=CC=C2)=CC=CC=CC3=[N+](CC)C4=C(S3)C=CC=C4,0
23,"['O', 'C', 'C', 'C', 'C', 'Br', 'C', 'C', 'Br', 'C', 'O', 'N', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","['O0', 'C6', 'C6', 'C1', 'C6', 'Br5', 'C1', 'C6', 'Br5', 'C6', 'O0', 'N6', 'C6', 'C1', 'C6', 'C1', 'C1', 'C1', 'C6', 'F0', 'F0', 'F0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",NCGC00181143-01,OC1=C(C=C(Br)C=C1Br)C(=O)NC2=CC(=CC=C2)C(F)(F)F,0
