,typesV0,typesV1,ids,formula,labels
10,"['O', 'S', 'O', 'S', 'O']","['O0', 'S6', 'O0', 'S7', 'O0']",11,[O-]S(=O)(=S)[O-],1
11,['Se'],['Se5'],12,[Se],0
12,"['B', 'C', 'C', 'C', 'C', 'C', 'N', 'C', 'O', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'N', 'C', 'O', 'C', 'C', 'N', 'C', 'C', 'N', 'O', 'O', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","['B0', 'C8', 'C3', 'C8', 'C5', 'C5', 'N1', 'C1', 'O0', 'C8', 'C3', 'C6', 'C1', 'C1', 'C1', 'C1', 'C1', 'N1', 'C1', 'O0', 'C6', 'C1', 'N6', 'C1', 'C1', 'N6', 'O0', 'O0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",13,B([C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)c2cnccn2)(O)O,1
13,"['B', 'C', 'C', 'C', 'C', 'C', 'N', 'C', 'O', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'N', 'C', 'O', 'C', 'N', 'C', 'C', 'N', 'C', 'O', 'O', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","['B0', 'C8', 'C3', 'C8', 'C5', 'C5', 'N1', 'C1', 'O0', 'C8', 'C3', 'C6', 'C1', 'C1', 'C1', 'C1', 'C1', 'N1', 'C1', 'O0', 'C6', 'N6', 'C1', 'C1', 'N6', 'C1', 'O0', 'O0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",14,B([C@H](CC(C)C)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,0
14,"['B', 'C', 'C', 'C', 'C', 'C', 'N', 'C', 'O', 'C', 'N', 'C', 'O', 'C', 'C', 'C', 'C', 'C', 'C', 'Cl', 'Cl', 'O', 'O', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","['B0', 'C8', 'C3', 'C8', 'C5', 'C5', 'N1', 'C1', 'O0', 'C3', 'N1', 'C1', 'O0', 'C6', 'C6', 'C1', 'C1', 'C6', 'C1', 'Cl0', 'Cl0', 'O0', 'O0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",15,B([C@H](CC(C)C)NC(=O)CNC(=O)C1=C(C=CC(=C1)Cl)Cl)(O)O,0
15,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'O', 'C', 'O', 'N', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","['C1', 'C6', 'C8', 'C3', 'C3', 'C3', 'C3', 'C3', 'O0', 'C1', 'O0', 'N1', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",16,C#CC1(CCCCC1)OC(=O)N,1
16,"['C', 'C', 'C', 'N', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","['C1', 'C6', 'C3', 'N1', 'C8', 'C3', 'C3', 'C6', 'C6', 'C1', 'C1', 'C1', 'C1', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",17,C#CC[NH2+][C@@H]1CCc2c1cccc2,1
17,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'N', 'C', 'C', 'N', 'C', 'N', 'C', 'N', 'N', 'N', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'O', 'N', 'C', 'C', 'C', 'C', 'O', 'O', 'C', 'O', 'O', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","['C3', 'C1', 'C3', 'C8', 'C3', 'C6', 'C1', 'N6', 'C6', 'C6', 'N6', 'C6', 'N6', 'C6', 'N6', 'N1', 'N1', 'C6', 'C1', 'C1', 'C6', 'C1', 'C1', 'C1', 'O0', 'N1', 'C8', 'C3', 'C3', 'C6', 'O0', 'O0', 'C6', 'O0', 'O0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",18,C#CCC(Cc1cnc2c(n1)c(nc(n2)N)N)c3ccc(cc3)C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-],1
18,"['C', 'N', 'H']","['C3', 'N6', 'H0']",19,C#N,1
19,"['C', 'N', 'Fe', 'C', 'N', 'C', 'N', 'C', 'N', 'C', 'N', 'N', 'O']","['C1', 'N6', 'Fe7', 'C1', 'N6', 'C1', 'N6', 'C1', 'N6', 'C1', 'N6', 'N6', 'O0']",20,C(#N)[Fe-2](C#N)(C#N)(C#N)(C#N)N=O,1
20,"['C', 'C', 'C', 'C', 'C', 'C', 'O', 'O', 'O', 'O', 'O', 'O', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","['C3', 'C8', 'C8', 'C6', 'C6', 'C1', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",21,C([C@@H]([C@@H]1C(=C(C(=O)O1)O)[O-])O)O,1
21,"['C', 'C', 'C', 'O', 'O', 'N', 'S', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","['C3', 'C8', 'C1', 'O0', 'O0', 'N1', 'S0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",22,C([C@@H](C(=O)[O-])[NH3+])S,1
22,"['C', 'C', 'C', 'C', 'C', 'C', 'O', 'O', 'C', 'C', 'O', 'C', 'C', 'O', 'C', 'O', 'O', 'C', 'O', 'O', 'O', 'O', 'O', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","['C3', 'C8', 'C8', 'C8', 'C8', 'C8', 'O0', 'O0', 'C8', 'C8', 'O0', 'C6', 'C8', 'O0', 'C3', 'O0', 'O0', 'C3', 'O0', 'O0', 'O0', 'O0', 'O0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",23,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@@]([C@H]2O)(CO)O)CO)O)O)O)O,1
23,"['C', 'C', 'C', 'C', 'C', 'C', 'O', 'O', 'C', 'C', 'C', 'C', 'O', 'O', 'S', 'O', 'O', 'O', 'Al', 'O', 'O', 'O', 'S', 'O', 'O', 'O', 'Al', 'O', 'O', 'O', 'S', 'O', 'O', 'O', 'Al', 'O', 'O', 'C', 'O', 'S', 'O', 'O', 'O', 'Al', 'O', 'O', 'O', 'S', 'O', 'O', 'O', 'Al', 'O', 'O', 'O', 'S', 'O', 'O', 'O', 'Al', 'O', 'O', 'O', 'S', 'O', 'O', 'O', 'Al', 'O', 'O', 'O', 'S', 'O', 'O', 'O', 'Al', 'O', 'O', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","['C3', 'C8', 'C8', 'C1', 'C1', 'C1', 'O0', 'O0', 'C6', 'C1', 'C1', 'C1', 'O0', 'O0', 'S6', 'O0', 'O0', 'O0', 'Al3', 'O0', 'O0', 'O0', 'S6', 'O0', 'O0', 'O0', 'Al0', 'O0', 'O0', 'O0', 'S6', 'O0', 'O0', 'O0', 'Al3', 'O0', 'O0', 'C3', 'O0', 'S6', 'O0', 'O0', 'O0', 'Al0', 'O0', 'O0', 'O0', 'S6', 'O0', 'O0', 'O0', 'Al3', 'O0', 'O0', 'O0', 'S6', 'O0', 'O0', 'O0', 'Al3', 'O0', 'O0', 'O0', 'S6', 'O0', 'O0', 'O0', 'Al3', 'O0', 'O0', 'O0', 'S6', 'O0', 'O0', 'O0', 'Al3', 'O0', 'O0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",24,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)OS(=O)(=O)O[Al](O)O)OS(=O)(=O)O[Al](O)O)OS(=O)(=O)O[Al](O)O)COS(=O)(=O)O[Al](O)O)OS(=O)(=O)O[Al](O)O)OS(=O)(=O)O[Al](O)O)OS(=O)(=O)O[Al](O)O)OS(=O)(=O)O[Al](O)O,1
24,"['C', 'C', 'C', 'C', 'C', 'C', 'O', 'O', 'F', 'O', 'O', 'O', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","['C3', 'C8', 'C8', 'C8', 'C8', 'C1', 'O0', 'O0', 'F0', 'O0', 'O0', 'O0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",25,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O)F)O)O)O,1
25,"['C', 'C', 'C', 'C', 'C', 'C', 'O', 'O', 'C', 'C', 'C', 'C', 'O', 'C', 'O', 'O', 'O', 'C', 'O', 'O', 'O', 'O', 'O', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","['C3', 'C8', 'C8', 'C8', 'C8', 'C1', 'O0', 'O0', 'C8', 'C8', 'C8', 'C8', 'O0', 'C3', 'O0', 'O0', 'O0', 'C3', 'O0', 'O0', 'O0', 'O0', 'O0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",26,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O,1
26,"['C', 'C', 'C', 'C', 'C', 'C', 'O', 'O', 'O', 'O', 'O', 'O', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","['C3', 'C8', 'C8', 'C8', 'C8', 'C1', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",27,C([C@@H]1[C@H]([C@@H]([C@H](C(=O)O1)O)O)O)O,1
27,"['C', 'C', 'C', 'C', 'C', 'O', 'O', 'O', 'O', 'O', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","['C3', 'C8', 'C8', 'C8', 'C3', 'O0', 'O0', 'O0', 'O0', 'O0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",28,C([C@H]([C@@H]([C@H](C=O)O)O)O)O,1
28,"['C', 'C', 'C', 'C', 'C', 'C', 'O', 'O', 'O', 'O', 'O', 'O']","['C1', 'C1', 'C1', 'C1', 'C1', 'C1', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0']",29,C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,1
29,"['C', 'C', 'C', 'C', 'C', 'C', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['C1', 'C1', 'C1', 'C1', 'C1', 'C1', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0']",30,C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O,1
30,"['C', 'C', 'C', 'C', 'C', 'C', 'O', 'O', 'O', 'O', 'O', 'O']","['C1', 'C1', 'C1', 'C1', 'C1', 'C1', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0']",31,C([C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O,1
31,"['C', 'N', 'N', 'N', 'H', 'H', 'H', 'H', 'H', 'H']","['C1', 'N1', 'N1', 'N1', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",32,C(=[NH2+])(N)N,1
32,"['C', 'C', 'C', 'C', 'C', 'F', 'F', 'Br', 'F', 'F', 'F', 'F', 'F', 'F', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']","['C6', 'C6', 'C6', 'C6', 'C6', 'F0', 'F0', 'Br5', 'F0', 'F0', 'F0', 'F0', 'F0', 'F0', 'C6', 'C6', 'C6', 'F0', 'F0', 'F0', 'F0', 'F0', 'F0', 'F0', 'F0', 'F0']",33,C(C(C(C(C(F)(F)Br)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,1
33,"['C', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'C', 'C', 'F', 'F', 'F', 'F', 'F', 'F', 'F']","['C6', 'C6', 'C6', 'C6', 'F0', 'F0', 'F0', 'F0', 'F0', 'F0', 'F0', 'C6', 'C6', 'F0', 'F0', 'F0', 'F0', 'F0', 'F0', 'F0']",34,C(C(C(C(F)(F)F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F,1
34,"['C', 'C', 'C', 'O', 'O', 'O', 'C', 'O', 'O', 'O', 'H', 'H', 'H', 'H']","['C8', 'C8', 'C6', 'O0', 'O0', 'O0', 'C6', 'O0', 'O0', 'O0', 'H0', 'H0', 'H0', 'H0']",35,C(C(C(=O)[O-])O)(C(=O)[O-])O,1
35,"['C', 'C', 'C', 'O', 'O', 'S', 'C', 'O', 'O', 'S', 'H', 'H', 'H', 'H']","['C8', 'C8', 'C6', 'O0', 'O0', 'S7', 'C6', 'O0', 'O0', 'S7', 'H0', 'H0', 'H0', 'H0']",36,C(C(C(=O)[O-])S)(C(=O)[O-])S,1
36,"['C', 'C', 'Cl', 'Cl', 'Cl', 'O', 'P', 'O', 'O', 'O', 'H', 'H']","['C3', 'C6', 'Cl0', 'Cl0', 'Cl0', 'O0', 'P0', 'O0', 'O0', 'O0', 'H0', 'H0']",37,C(C(Cl)(Cl)Cl)OP(=O)([O-])[O-],1
37,"['C', 'C', 'C', 'O', 'C', 'O', 'N', 'O', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","['C3', 'C8', 'C3', 'O0', 'C3', 'O0', 'N1', 'O0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",38,C(C(CO)(CO)[NH3+])O,1
38,"['C', 'C', 'C', 'O', 'O', 'O', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","['C3', 'C8', 'C3', 'O0', 'O0', 'O0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",39,C(C(CO)O)O,1
39,"['C', 'C', 'C', 'O', 'N', 'O', 'O', 'O', 'N', 'O', 'O', 'O', 'N', 'O', 'O', 'H', 'H', 'H', 'H', 'H']","['C3', 'C8', 'C3', 'O0', 'N6', 'O0', 'O0', 'O0', 'N6', 'O0', 'O0', 'O0', 'N6', 'O0', 'O0', 'H0', 'H0', 'H0', 'H0', 'H0']",40,C(C(CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-],1
40,"['C', 'C', 'C', 'S', 'S', 'O', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","['C3', 'C8', 'C3', 'S7', 'S7', 'O0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",41,C(C(CS)S)O,1
41,"['C', 'C', 'F', 'F', 'F', 'C', 'F', 'F', 'F', 'F', 'F']","['C6', 'C6', 'F0', 'F0', 'F0', 'C6', 'F0', 'F0', 'F0', 'F0', 'F0']",42,C(C(F)(F)F)(C(F)(F)F)(F)F,1
42,"['C', 'C', 'F', 'F', 'F', 'Cl', 'Br', 'H']","['C1', 'C6', 'F0', 'F0', 'F0', 'Cl0', 'Br5', 'H0']",43,C(C(F)(F)F)(Cl)Br,1
43,"['C', 'C', 'F', 'F', 'F', 'O', 'C', 'F', 'F', 'Cl', 'H', 'H']","['C1', 'C6', 'F0', 'F0', 'F0', 'O0', 'C1', 'F0', 'F0', 'Cl0', 'H0', 'H0']",44,C(C(F)(F)F)(OC(F)F)Cl,1
44,"['C', 'C', 'F', 'F', 'F', 'O', 'C', 'F', 'F', 'F', 'H', 'H']","['C1', 'C6', 'F0', 'F0', 'F0', 'O0', 'C1', 'F0', 'F0', 'F0', 'H0', 'H0']",45,C(C(F)(F)F)(OC(F)F)F,1
45,"['C', 'C', 'F', 'F', 'F', 'F']","['C1', 'C1', 'F0', 'F0', 'F0', 'F0']",46,C(=C(F)F)(F)F,1
46,"['C', 'C', 'O', 'O', 'N', 'H', 'H', 'H', 'H', 'H']","['C3', 'C1', 'O0', 'O0', 'N1', 'H0', 'H0', 'H0', 'H0', 'H0']",47,C(C(=O)[O-])[NH3+],1
47,"['C', 'C', 'O', 'O', 'C', 'C', 'C', 'O', 'O', 'C', 'O', 'O', 'O', 'H', 'H', 'H', 'H', 'H']","['C3', 'C6', 'O0', 'O0', 'C8', 'C3', 'C6', 'O0', 'O0', 'C6', 'O0', 'O0', 'O0', 'H0', 'H0', 'H0', 'H0', 'H0']",48,C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O,1
48,"['C', 'C', 'O', 'C', 'F', 'F', 'F', 'F', 'F', 'Cl', 'H', 'H']","['C1', 'C6', 'O0', 'C1', 'F0', 'F0', 'F0', 'F0', 'F0', 'Cl0', 'H0', 'H0']",49,C(C(OC(F)F)(F)F)(F)Cl,1
49,"['C', 'C', 'C', 'O', 'O', 'C', 'O', 'O', 'H', 'H']","['C1', 'C1', 'C1', 'O0', 'O0', 'C1', 'O0', 'O0', 'H0', 'H0']",50,C(=C/C(=O)[O-])\C(=O)[O-],1
50,"['C', 'C', 'C', 'C', 'O', 'O', 'N', 'C', 'N', 'C', 'N', 'N', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","['C3', 'C3', 'C8', 'C1', 'O0', 'O0', 'N1', 'C3', 'N1', 'C1', 'N1', 'N1', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",51,C(C[C@@H](C(=O)[O-])[NH3+])C[NH+]=C(N)N,1
51,"['C', 'C', 'N', 'C', 'C', 'N', 'C', 'C', 'N', 'C', 'C', 'N', 'N', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","['C3', 'C3', 'N1', 'C3', 'C3', 'N1', 'C3', 'C3', 'N1', 'C3', 'C3', 'N1', 'N1', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",52,C(C[NH2+]CCNCC[NH2+]CCN)N,1
52,"['C', 'C', 'N', 'C', 'O', 'P', 'O', 'O', 'O', 'P', 'O', 'O', 'O', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","['C3', 'C3', 'N1', 'C8', 'O0', 'P0', 'O0', 'O0', 'O0', 'P0', 'O0', 'O0', 'O0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",53,C(C[NH3+])C(O)(P(=O)([O-])[O-])P(=O)([O-])[O-],1
53,"['C', 'C', 'N', 'C', 'N', 'C', 'C', 'S', 'P', 'O', 'O', 'O', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","['C3', 'C3', 'N1', 'C3', 'N1', 'C3', 'C3', 'S0', 'P0', 'O0', 'O0', 'O0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",54,C(C[NH3+])C[NH2+]CCSP(=O)([O-])[O-],1
54,"['C', 'C', 'C', 'C', 'F', 'F', 'C', 'O', 'O', 'N', 'C', 'N', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","['C3', 'C3', 'C8', 'C1', 'F0', 'F0', 'C6', 'O0', 'O0', 'N1', 'C3', 'N1', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",55,C(CC(C(F)F)(C(=O)[O-])[NH3+])C[NH3+],1
55,"['C', 'C', 'C', 'O', 'P', 'O', 'O', 'O', 'P', 'O', 'O', 'O', 'C', 'N', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","['C3', 'C3', 'C8', 'O0', 'P0', 'O0', 'O0', 'O0', 'P0', 'O0', 'O0', 'O0', 'C3', 'N1', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",56,C(CC(O)(P(=O)([O-])[O-])P(=O)([O-])[O-])C[NH3+],1
56,"['C', 'C', 'C', 'O', 'O', 'C', 'O', 'O', 'H', 'H', 'H', 'H']","['C3', 'C3', 'C6', 'O0', 'O0', 'C6', 'O0', 'O0', 'H0', 'H0', 'H0', 'H0']",57,C(CC(=O)[O-])C(=O)[O-],1
57,"['C', 'C', 'C', 'O', 'O', 'C', 'O', 'C', 'N', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","['C3', 'C3', 'C6', 'O0', 'O0', 'C8', 'O0', 'C3', 'N1', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",58,C(CC(=O)[O-])C(=O)C[NH3+],1
58,"['C', 'C', 'C', 'O', 'O', 'C', 'O', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","['C3', 'C3', 'C6', 'O0', 'O0', 'C3', 'O0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",59,C(CC(=O)[O-])CO,1
